"OTU","OTU_prop","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU002","OTU002_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","unclassified"
"OTU001","OTU001_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","cryaerophilus"
"OTU003","OTU003_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","raffinolactis"
"OTU009","OTU009_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","unclassified"
"OTU134","OTU134_67","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","unclassified"
"OTU024","OTU024_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
"OTU006","OTU006_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU052","OTU052_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU010","OTU010_99","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","defluvii"
"OTU030","OTU030_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","aquimarinus"
"OTU029","OTU029_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","bohemicus"
"OTU134","OTU134_33","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","temperans"
"OTU016","OTU016_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Rivicola","unclassified"
"OTU007","OTU007_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","equinus"
"OTU031","OTU031_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","unclassified"
"OTU109","OTU109_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","succinicans"
"OTU680","OTU680_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","chungangensis"
"OTU004","OTU004_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU014","OTU014_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU032","OTU032_95","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","lutetiensis"
"OTU123","OTU123_72","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","hydrophila"
"OTU679","OTU679_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","mendocina"
"OTU122","OTU122_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","ramigera"
"OTU041","OTU041_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","unclassified"
"OTU677","OTU677_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Simplicispira","metamorpha"
"OTU037","OTU037_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Sphaerotilus","natans"
"OTU051","OTU051_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU025","OTU025_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","unclassified","unclassified"
"OTU022","OTU022_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU117","OTU117_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis"
"OTU085","OTU085_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","bohemicus"
"OTU005","OTU005_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","unclassified"
"OTU675","OTU675_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","putida"
"OTU028","OTU028_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Rivicola","unclassified"
"OTU021","OTU021_99","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","caviae"
"OTU678","OTU678_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas","unclassified"
"OTU676","OTU676_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","unclassified"
"OTU036","OTU036_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"OTU038","OTU038_92","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","flavescens"
"OTU123","OTU123_28","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","rivipollensis"
"OTU112","OTU112_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU008","OTU008_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","graminisolvens"
"OTU666","OTU666_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","unclassified"
"OTU670","OTU670_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","butzleri"
"OTU673","OTU673_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","unclassified"
"OTU108","OTU108_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","delafieldii"
"OTU111","OTU111_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU013","OTU013_1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","unclassified"
"OTU035","OTU035_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","denitrificans"
"OTU110","OTU110_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","rivipollensis"
"OTU107","OTU107_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","unclassified"
"OTU672","OTU672_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU671","OTU671_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Sphaerotilus","unclassified"
"OTU120","OTU120_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Rivicola","unclassified"
"OTU664","OTU664_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU042","OTU042_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","garvieae"
"OTU033","OTU033_99","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","caviae"
"OTU668","OTU668_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU662","OTU662_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Anaerosinus","glycerini"
"OTU658","OTU658_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","unclassified"
"OTU659","OTU659_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","unclassified"
"OTU661","OTU661_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","caeni"
"OTU023","OTU023_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"OTU656","OTU656_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasuis"
"OTU067","OTU067_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","chungangensis"
"OTU020","OTU020_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Neisseriaceae","Uruburuella","unclassified"
"OTU099","OTU099_1","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella","ratti"
"OTU053","OTU053_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","urinaeequi"
"OTU657","OTU657_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"OTU100","OTU100_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU050","OTU050_92","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parasuis"
"OTU046","OTU046_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","T34","unclassified","unclassified"
"OTU054","OTU054_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Arcobacter","unclassified"
"OTU093","OTU093_98","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantarius"
"OTU653","OTU653_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechloromonas","unclassified"
"OTU011","OTU011_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU652","OTU652_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU092","OTU092_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Hypnocyclicus","unclassified"
"OTU650","OTU650_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium","chaponense"
"OTU660","OTU660_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Buttiauxella","unclassified"
"OTU648","OTU648_1","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus","unclassified"
"OTU089","OTU089_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","unclassified"
"OTU102","OTU102_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","piscium"
"OTU663","OTU663_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","unclassified"
"OTU647","OTU647_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter","unclassified"
"OTU045","OTU045_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","raffinolactis"
"OTU655","OTU655_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","unclassified","unclassified","unclassified"
"OTU642","OTU642_1","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","erythropolis"
"OTU026","OTU026_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU129","OTU129_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","caeni"
"OTU645","OTU645_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU654","OTU654_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Thauera","unclassified"
"OTU644","OTU644_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU643","OTU643_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","unclassified","unclassified"
"OTU640","OTU640_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","unclassified"
"OTU072","OTU072_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU641","OTU641_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU086","OTU086_77","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","flavescens"
"OTU646","OTU646_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU055","OTU055_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Zoogloea","unclassified"
"OTU019","OTU019_91","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","intermedia"
"OTU636","OTU636_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","unclassified","unclassified","unclassified"
"OTU062","OTU062_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","plantarum"
"OTU649","OTU649_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","alcaligenes"
"OTU638","OTU638_1","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio","desulfuricans"
"OTU635","OTU635_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","mossii"
"OTU632","OTU632_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Aquaspirillaceae","Laribacter","hongkongensis"
"OTU651","OTU651_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU138","OTU138_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Sulfurospirillaceae","Sulfurospirillum","unclassified"
"OTU637","OTU637_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas","unclassified"
"OTU018","OTU018_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","unclassified"
"OTU634","OTU634_1","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","Candidatus Cloacimonas","unclassified"
"OTU056","OTU056_82","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","minor"
"OTU625","OTU625_1","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","unclassified","unclassified"
"OTU639","OTU639_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","ellisii"
"OTU630","OTU630_1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","unclassified"
"OTU088","OTU088_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas","unclassified"
"OTU591","OTU591_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"OTU080","OTU080_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","unclassified"
"OTU135","OTU135_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","terrigena"
"OTU627","OTU627_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax","facilis"
"OTU078","OTU078_74","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","migulae"
"OTU079","OTU079_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Dechlorobacter","unclassified"
"OTU620","OTU620_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","unclassified"
"OTU096","OTU096_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Aeromonas","salmonicida"
"OTU106","OTU106_1","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","unclassified","unclassified"
"OTU616","OTU616_1","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Leptotrichia","unclassified"
"OTU623","OTU623_1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","BSV13","unclassified"
"OTU061","OTU061_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus","urinaeequi"
"OTU610","OTU610_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","unclassified"
"OTU071","OTU071_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Stappiaceae","Pannonibacter","phragmitetus"
"OTU619","OTU619_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","kerstersii"
"OTU613","OTU613_1","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","acidaminiphila"
"OTU633","OTU633_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","parauberis"
"OTU017","OTU017_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sasangense"
"OTU060","OTU060_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU608","OTU608_1","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Ornithinibacter","unclassified"
"OTU074","OTU074_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU612","OTU612_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","testosteroni"
"OTU027","OTU027_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU015","OTU015_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Pseudarcobacter","unclassified"
"OTU065","OTU065_1","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 3","unclassified"
"OTU602","OTU602_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","sihuiensis"
"OTU606","OTU606_1","Bacteria","Cloacimonadota","Cloacimonadia","Cloacimonadales","Cloacimonadaceae","Candidatus Cloacimonas","unclassified"
"OTU127","OTU127_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","denitrificans"
"OTU604","OTU604_1","Bacteria","Proteobacteria","Gammaproteobacteria","Competibacterales","Competibacteraceae","Candidatus Contendobacter","unclassified"
"OTU075","OTU075_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","plantarum"
"OTU609","OTU609_1","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix","unclassified"
"OTU624","OTU624_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Moraxella","osloensis"
"OTU618","OTU618_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","unclassified"
"OTU605","OTU605_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Weissella","confusa"
"OTU629","OTU629_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","unclassified","unclassified"
"OTU628","OTU628_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","unclassified"
"OTU631","OTU631_1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pasteurellaceae","Actinobacillus","unclassified"
"OTU595","OTU595_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","tandoii"
"OTU101","OTU101_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","lactis"
"OTU597","OTU597_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio","unclassified"
"OTU594","OTU594_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","unclassified"
"OTU103","OTU103_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","johnsonii"
"OTU032","OTU032_054","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","infantarius"
"OTU607","OTU607_1","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae","Ruminococcus","unclassified"
"OTU611","OTU611_1","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","unclassified","unclassified"
"OTU012","OTU012_1","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unclassified"
"OTU598","OTU598_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","T34","unclassified","unclassified"
"OTU128","OTU128_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","kyonggiensis"
"OTU589","OTU589_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU131","OTU131_9","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","towneri"
"OTU599","OTU599_1","Bacteria","Firmicutes","Incertae Sedis","DTU014","unclassified","unclassified","unclassified"
"OTU124","OTU124_1","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Trichococcus","unclassified"
"OTU568","OTU568_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","unclassified"
"OTU574","OTU574_1","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","Acetobacterium","unclassified"
"OTU580","OTU580_1","Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Helicobacteraceae","Wolinella","succinogenes"
"OTU073","OTU073_1","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","mendocina"
"OTU581","OTU581_1","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","pseudoflava"
"OTU582","OTU582_1","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","unclassified"
